,project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone
193,2022-06-98,2022年10月19日,http://hngp.gov.cn/henan/content?infoId=1279614&channelCode=H650202,1,1,,平顶山御林保安服务有限公司,平顶山市新华区新城区新城铭座4楼426,保安服务费,4036855.68,,平顶山职业技术学院,平顶山市城乡一体化示范区长安大道西段,李先生,0375-7066981,河南求实工程造价咨询有限公司,平顶山市黄河路与光明路交叉口向东500米路北平信佳苑3号楼2单元101室,张真真,0375-7039667
194,2022-08-23,2022年10月18日,http://hngp.gov.cn/henan/content?infoId=1278970&channelCode=H680202,1,1,,河南金天丽科教设备有限公司,河南省濮阳市清丰县产业集聚区,具体详见采购文件（第五部分 招标项目采购需求）,900000,,原阳县第五初级中学,原阳县城区人民路东段路南,赵高丽,13938700234,河南恒创工程咨询有限公司,新乡市红旗区金穗大道与新中大道交叉口西北角新闻大厦,李嘉曼,13137327722
195,洛采公开-2022-201,2022年10月19日,http://hngp.gov.cn/henan/content?infoId=1279869&channelCode=H640102,1,1,,济南恒久科学仪器有限公司,济南市槐荫区纬八路36号舜亿绿园综合房202室,洛阳职业技术学院食品虚拟仿真工程实训室建设项目,709000,,洛阳职业技术学院,洛阳市伊滨区科技大道6号,宋女士,0379-62332755,河南专招招标代理有限责任公司,洛阳市河洛路与三山路交叉口润升大厦11楼1107室,王女士,0379-80870010
196,洛采公开-2022-201,2022年10月19日,http://hngp.gov.cn/henan/content?infoId=1279869&channelCode=H640102,1,1,,济南恒久科学仪器有限公司,济南市槐荫区纬八路36号舜亿绿园综合房202室,洛阳职业技术学院食品虚拟仿真工程实训室建设项目,709000,,洛阳职业技术学院,洛阳市伊滨区科技大道6号,宋女士,0379-62332755,河南专招招标代理有限责任公司,洛阳市河洛路与三山路交叉口润升大厦11楼1107室,王女士,0379-80870010
197,南阳政采公开-2022-93,2022年10月19日,http://hngp.gov.cn/henan/content?infoId=1279699&channelCode=H740602,1,1,,河南祥泰教学设备有限公司,郑州市金水区徐庄东路97号牛顿国际B座3楼C03区,文化路校区物理实验室装备项目,1003600,,南阳市第十三中学校,南阳市文化路,王盛林,18737705050,南阳信威招标代理有限公司,南阳市梅溪路209号,肖金保,15936418708
198,浚财招标采购-2022-49,2022年10月14日,http://hngp.gov.cn/henan/content?infoId=1277750&channelCode=H670202,1,1,,河南贝斯杰实业有限公司,河南省郑州市二七区嵩山路锦绣山河玉华园五号楼一单元404号,采购一批幼儿园设备（具体见“第四部分 采购需求”）。,659204,,浚县新镇镇西郭村中心小学,河南省浚县新镇镇西郭村,赵居周,13879223308,华新项目管理集团有限公司,浚县建设与黄河路交叉口北200米路东,李星,18803920548
199,豫财招标采购-2022-1068,2022年10月13日,http://hngp.gov.cn/henan/content?infoId=1277888&channelCode=H600102,"1,2",2,,"驻马店市德浩商贸有限公司,河南省新亨凯电子产品有限公司","河南省驻马店市泰山路与盘龙山路交叉口西北侧西班牙小镇商住小区,驻马店市浙江国际商城义务小商品市场东区2层2187号","详见招标文件采购需求,详见招标文件采购需求","1067100.00,488500.00",,河南省驻马店财经学校,河南省驻马店市盘龙山路2626号,代老师,0396--2814081,中伟诚工程管理有限公司,河南自贸试验区郑州片区（郑东）普惠路80号1单元22层2218号,张先生,17339681335
200,郑财招标采购-2022-256,2022年10月14日,http://hngp.gov.cn/henan/content?infoId=1276264&channelCode=H610102,1,1,,河南智海电子技术有限公司,新乡市红旗区新延路与丰华街交叉口西南角161号蓝郡国际17号楼1603室（107以西）,郑州旅游职业学院市场营销数字可视化云实训中心项目,1292000,,郑州旅游职业学院,河南省郑州市郑东新区金龙路188号,武衡,0371-61130307,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,无,无
201,郑财招标采购-2022-225,2022年10月13日,http://hngp.gov.cn/henan/content?infoId=1275928&channelCode=H610102,1,1,,郑州捷安高科股份有限公司,郑州高新技术产业开发区科学大道133号11层,郑州市科技工业学校-城市轨道交通运营管理仿真实训项目,1686600,,郑州市科技工业学校,郑州市金水区丰乐路123号,张巧英,15038238961,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,肖军伟,0371-65837988
202,洛采公开-2022-171,2022年10月14日,http://hngp.gov.cn/henan/content?infoId=1275877&channelCode=H640102,1,1,,洛阳浪合科技有限公司,河南省洛阳市中电光谷产业发展加速中心1-1栋201室,信创服务器I,1866500,,洛阳职业技术学院,洛阳市伊滨区科技大道6号,李先生,0379-67256506,洛阳市政府采购中心,洛阳市洛龙区开元大道与永泰街交叉口西南角洛阳市民之家六楼6013、6014室,张先生许先生,0379-69921027
203,豫财招标采购-2022-986,2022年09月27日,http://hngp.gov.cn/henan/content?infoId=1274957&channelCode=H600102,1,1,,郑州敏勤科技有限公司,河南省郑州市郑东新区金水东路136号华北水利水电大学龙子湖校区S6号楼204室,许昌学院数字化实践教学中心（二期）项目,1890800,,许昌学院,许昌市魏都区八一路88号,杨老师,0374-2968716,河南省公共资源交易中心,郑州市经二路12号,王老师,0371-65915565
204,郑财招标采购-2022-125,2022年10月13日,http://hngp.gov.cn/henan/content?infoId=1275171&channelCode=H610102,1,1,,河南省高校新技术有限公司,郑州市金水区丰产路81号附1号思达数码大厦C座12层,机房管理系统,2425800,,郑州旅游职业学院,郑州市郑东新区金龙路188号,武衡,61130307,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,陈浩,0371-67110139
205,洛采公开-2022-162,2022年10月11日,http://hngp.gov.cn/henan/content?infoId=1272821&channelCode=H640102,1,1,,洛阳市皓联信息科技有限公司,中国(河南)自由贸易试验区洛阳片区高新丰华路6号银昆科技园5#楼301,一标段：智慧教室,889560,,洛阳职业技术学院,洛阳市伊滨区科技大道6号,史先生,0379-62233835,洛阳市政府采购中心,洛阳市洛龙区开元大道与永泰街交叉口西南角洛阳市民之家六楼6013、6014,许先生王先生,0379-69921028
206,南阳政采公开-2022-90,2022年10月12日,http://hngp.gov.cn/henan/content?infoId=1273589&channelCode=H740602,1,1,,河南领晟信息科技有限公司,河南省郑州市金水区郑花路59号21世纪广场4号楼5层516号,南阳理工学院计算机应用实验室新建项目,898000,,南阳理工学院,南阳市长江路80号,祁腾涛,13525120012,南阳信威招标代理有限公司,南阳市梅溪路209号,肖金保,15936418708
207,郑财招标采购-2022-266,2022年10月10日,http://hngp.gov.cn/henan/content?infoId=1271833&channelCode=H610102,1,1,,河南宸朵商贸有限公司,郑州市二七区嵩山北路93号6号楼4楼西户,郑州市科技工业学校-机器人实训室建设项目,1751800,,郑州市科技工业学校,郑州市金水区丰乐路123号,罗素保,0371-67021486,河南省伟信招标管理咨询有限公司,郑州市郑东新区东风南路与创业路交叉口绿地中心北塔16楼,肖军伟,0371-65837988
208,豫财招标采购-2022-1031,2022年10月09日,http://hngp.gov.cn/henan/content?infoId=1271733&channelCode=H600102,1,1,,河南领亚文化传播有限公司,河南自贸实验区郑州片区（郑东）正光路22号行署国际广场E座1115室,河南信息统计职业学院“双高”专业群资源库建设（一期）项目,1553000,,河南信息统计职业学院,郑州市金水区鑫苑路5号,吴老师,0371-65727728,河南大明建设工程管理有限公司,郑州市花园路27号河南省科技信息大厦12层,卢庐,0371-55679792
209,豫财招标采购-2022-955,2022年10月10日,http://hngp.gov.cn/henan/content?infoId=1272367&channelCode=H600102,"1,2",2,,"郑州展云网络科技有限公司,河南寒武纪信息科技有限公司","郑州高新技术产业开发区翠竹街6号863软件软件园11号楼项目二层西C18号,郑州市二七区航海路南2号院26号楼56号","包1：人工智能实践平台项目,包2：智能机器人项目","2068300.00,2320000.00",,郑州铁路职业技术学院,郑州市郑东新区前程路9号,王老师,0371-60867917,河南安创工程招标管理有限公司,河南省国家大学科技园东区15号楼J座2楼,郭欣荣,0371-86235366邮箱：hnacgczb@163.com
210,安文招标采购-2022-13,2022年10月11日,http://hngp.gov.cn/henan/content?infoId=1272323&channelCode=H660202,1,1,,安阳市腾开商贸有限公司,河南省安阳市文峰区德隆街与相州路交叉口向东170米路北南关街道办事处院内206室,安阳市银鹭小学教室护眼灯及智能交互黑板采购项目,3126880.9,,安阳市银鹭小学,安阳市文明大道与兴泰路交叉口东北角,常敏,13523302359,高达建设管理发展有限责任公司,安阳市城乡一体化示范区双创科技中心C区4层,仝锐,0372-2965212、18537214020
211,2022-09-9,,http://hngp.gov.cn/henan/content?infoId=1270520&channelCode=D600104,1,1,,北京卓展宏图文化发展有限公司,北京市丰台区花乡郑王坟万柳桥南97号3101室,纸质图书采购及编目、加工项目（详细内容见磋商文件）,33,,柘城职业技术学校,柘城县黄山路北段,崔先生,0370-6730581,河南联达工程管理有限公司,郑州市二七区淮河路绿云小康住宅2号楼1606号,张先生,17530777070
212,豫财招标采购-2022-1051,2022年10月10日,http://hngp.gov.cn/henan/content?infoId=1271121&channelCode=H600102,1,1,,河南汉邦办公设备有限公司,河南省郑州市金水区文化路82号硅谷广场B座1601房,洛阳铁路信息工程学校学生视觉传达机房项目,1040740,,洛阳铁路信息工程学校,河南省洛阳市伊滨区吉庆路7号,王老师杨老师,0379-62612788,河南广配工程管理有限公司,河南省洛阳市洛龙区政和东路与新伊大街交叉口政和国际商务楼A座10楼,王先生,15637913375
213,清采公开-2022-32,2022年10月10日,http://hngp.gov.cn/henan/content?infoId=1271141&channelCode=E000503,1,1,,河南云安智能设备有限公司,濮阳市开州路南段,教学一体机及办公电脑,988900,,清丰县晓月路小学,清丰县城关镇江渎路与和义路交叉口,任中杰,13243208969,濮阳市清丰县政府采购中心,清丰县人民路政府综合楼东南角二楼,张团杰,0393-7219107
214,HQCG-2022-044,2022年09月29日,http://hngp.gov.cn/henan/content?infoId=1268314&channelCode=H680202,"1,2,3,4,5",5,,"河南日昇昌恒教育科技有限公司,新乡市共创网络技术有限公司,新乡市鸿达畅通网络科技有限公司,江西博羽教育装备有限公司,新乡市嘉阳电器设备有限公司","河南省郑州市金水区花园路 62 号黄河建工大厦 1716,河南省新乡市新飞大道 1789 号高新区火炬园 HII(A-C)(201-207)-105,河南省新乡市红旗区小店镇闫屯社区西门口9号门面房（107以东）,江西省抚州市南城县株良镇工业园区,新乡市胜利南街 51 号","详见招标文件及采购需求,详见招标文件及采购需求,详见招标文件及采购需求,详见招标文件及采购需求,详见招标文件及采购需求","3713716.00,1188520.00,1109392.00,998882.80,231800.00",,新乡市红旗区小店镇中心学校,新乡市红旗区小店镇初级中学,黄全月,13462250958,河南荣源工程管理有限公司,河南省新乡市红旗区华隆国际8号楼801室,苗小燕,18625910088
215,洛采公开-2022-183,2022年09月30日,http://hngp.gov.cn/henan/content?infoId=1266613&channelCode=H640102,1,1,,河南鸿谈信息技术有限公司,洛阳市西工区凯旋东路50号（华源凯旋广场）1幢1601,台式机,1169650,,洛阳职业技术学院,洛阳市伊滨区科技大道6号,李先生,0379-67256506,洛阳市政府采购中心,洛阳市洛龙区开元大道与永泰街交叉口西南角洛阳市民之家六楼6013、6014室,张先生许先生,0379-69921027
216,郑财招标采购-2022-227,2022年09月29日,http://hngp.gov.cn/henan/content?infoId=1266409&channelCode=H610102,1,1,,润粤物业管理（河南）有限公司,河南省郑州市金水区郑花路59号21世纪广场6号楼7层702号,保洁服务,1946000,,郑州旅游职业学院,河南省郑州市郑东新区金龙路188号,武衡,0371—61130307,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,刘婕,0371-67110139
217,社财采购公开-2022-28,2022年09月29日,http://hngp.gov.cn/henan/content?infoId=1264808&channelCode=H740602,1,1,,河南熙泓实业有限公司,河南省南阳市宛城区张衡东路福润花园10号楼2单元1003室,机电一体化技能考核实训室,709622,,社旗县中等职业学校,社旗县长江路,赵瑞祥,13598235238,南阳国匠工程咨询有限公司,南阳市独山大道与两相路交叉口西100米路南,邢丹丹,18736675825
218,濮财市直招标采购-2022-44,2022年09月28日,http://hngp.gov.cn/henan/content?infoId=1264340&channelCode=H700202,"1,2",2,,"濮阳市家昌网络科技有限公司,河南云泰物资有限公司","濮阳市黄河路与振兴路交叉口向西50米路南,濮阳市容金国际17号楼501室","采购DR检查技术虚拟仿真系统等设备（参数要求详见招标文件）,采购CT仿真教学模拟机与实训室等设备（参数要求详见招标文件）","546390.00,1479000.00",,濮阳医学高等专科学校,濮阳市华龙区卫都大街与文岩街交叉口,饶艺晨,16639395875,中科经纬工程技术有限公司,郑州市经济技术开发区经南三路9号,陈忠豪,15939393260
219,郑财招标采购-2022-269,2022年09月27日,http://hngp.gov.cn/henan/content?infoId=1263755&channelCode=H610102,1,1,,温州智龙智能科技有限公司,浙江省温州市永嘉县瓯北街道堡二村(浙江亚龙教育装备股份有限公司内),郑州市电子信息工程学校电子电路装调实训室项目,1293600,,郑州市电子信息工程学校,郑州市中原区伏牛路145号,刘奇超,0371-69139619,恒信咨询管理有限公司,郑州市电厂路河南省国家大学科技园（东区）16号楼B座6楼,王倩倩、李罗丹、郭甜艳,0371-86688491转620
220,管招采（2022）58号,2022年09月27日,http://hngp.gov.cn/henan/content?infoId=1261934&channelCode=D280202,1,1,,北京东方广厦模块化房屋有限公司,北京市顺义区牛栏山镇牛板路牛山段12号,郑州市管城回族区港湾路小学模块化教室项目,2327465.28,,郑州市管城回族区港湾路小学,郑州市管城回族区果园路26号,徐老师,60955002-8008,天马盛鼎项目管理有限公司,郑州市管城回族区二里岗街东、航海路北2号楼,王鹏涛,0371-88958900
221,渑池公开采购-2022-8,2022年09月27日,http://hngp.gov.cn/henan/content?infoId=1262632&channelCode=H730202,1,1,,河南鼎力新创科技有限公司,河南省三门峡市渑池县城关镇会盟路公园香居5号楼301号,渑池县第二高级中学2022年改善办学条件智慧教学设备购置项目,3925730,,渑池县第二高级中学,渑池县韶州路西段路北,孙先生,13633982110,河南盛美工程管理服务有限公司,河南省渑池县,王女士,17703989893
222,焦采招标采购-2022-39,2022年09月27日,http://hngp.gov.cn/henan/content?infoId=1262323&channelCode=H690202,1,1,,河南省居泰隆装饰工程有限公司,焦作市山阳区工业路2813号,焦作师范高等专科学校电子商务实训中心改造项目（一包）（二次）,387241.5,,焦作师范高等专科学校,焦作市山阳路998号,李老师,13633911978,汇龙工程咨询有限公司,焦作市解放区新园西路璟都苑7-1号临街门面房,路女士,15837131275
223,豫财招标采购-2022-997,2022年09月22日,http://hngp.gov.cn/henan/content?infoId=1259199&channelCode=H600102,1,1,,郑州博鹏科技有限公司,郑州市中原区桐柏路238号1号楼21层2103号,见招标文件第五章货物需求及技术参数,1963300,,河南工业大学,郑州市高新技术开发区莲花街100号,王老师,0371-67758908,河南诚信工程管理有限公司,郑州市郑东新区商鼎路56号东方陆港C栋14层,刘女士,0371-53307955
224,豫财招标采购-2022-937,2022年09月21日,http://hngp.gov.cn/henan/content?infoId=1256413&channelCode=H600102,1,1,,河南国鸿实业股份有限公司,郑州市金水区东明路北219号院4号楼2单元1层15号,郑州信息科技职业学院智能工厂虚拟实训中心项目,2750200,,郑州信息科技职业学院,郑州市金水区龙子湖北路36号,任老师,0371-58525590,河南省教育招标服务有限公司,河南省郑州市金水区花园路116号河南省农业科学院院内西南角原农信楼,陈奇、王姝倩,15225164375
225,驻政采购-2022-08-8,2022年09月21日,http://hngp.gov.cn/henan/content?infoId=1258055&channelCode=H780602,1,1,,驻马店市创纪文化传媒有限公司,河南省驻马店市驿城区雪松路与骏马路交叉口东南角燃料公司家属院3号楼2单元501,驻马店市第二初级中学北区功能教室设备采购,4451073,,驻马店市第二初级中学,驻马店市开发区乐山路北段驻马店市二中北校区,皮老师,0396-2758969,中信诚项目管理有限公司,驻马店市置地华庭B座,杨女士,18137647844
226,管招采（2022）56号,2022年09月22日,http://hngp.gov.cn/henan/content?infoId=1258192&channelCode=D280202,1,1,,郑州兆谦电子科技有限公司,河南省郑州市金水区文化路66号7号楼1层117室,郑州市管城回族区回民第一小学管城回族区教育局所属部分学校计算机教室项目,2479800,,郑州市管城回族区回民第一小学,郑州市管城回族区营门街23号,冉老师,0371-66226826,汇衡昊远项目管理咨询有限公司,郑州市金水东路49号绿地原盛国际1号楼B座10楼149号,赵小月,15838301538
227,2022-08-2,2022年09月21日,http://hngp.gov.cn/henan/content?infoId=1256350&channelCode=H740602,"1,2",2,,"河南天达无线网络科技有限公司,南阳市侨汇吉能电器有限公司","南阳市人民北路938号河南有线南阳分公司院內,南阳市工业路586号","详见招标文件,详见招标文件","951700.00,1026400.00",,南阳市第十二完全学校,河南省南阳市宛城区黄河路与北外环路交汇处西北侧,汪先生,13608452852,河南诚盈项目管理有限公司,河南省南阳市范蠡东路儒林星座写字楼B座809室,刘女士,17698865516
228,管招采（2022）55号,2022年09月21日,http://hngp.gov.cn/henan/content?infoId=1255856&channelCode=D280202,1,1,,中云通建电子科技有限公司,河南省郑州市金水区东风路街道文化路82号院附二号1-2附3号,郑州市管城回族区回民第一小学管城回族区教育局所属部分学校录播教室项目,903700,,郑州市管城回族区回民第一小学,郑州市管城回族区营门街23号,冉老师,0371-66226826,汇衡昊远项目管理咨询有限公司,郑州市金水东路49号绿地原盛国际1号楼B座10楼149号,赵小月,15838301538
229,,,http://hngp.gov.cn/henan/content?infoId=1255092&channelCode=H740604,,0,,,,,,,,,,,,,,
230,豫财招标采购-2022-817,2022年09月20日,http://hngp.gov.cn/henan/content?infoId=1255648&channelCode=H600102,"1,2",2,,"河南新世纪拓普电子技术有限公司,湖南典阅教育科技有限公司","郑州市东风路18号汇宝大厦11楼北3A,典阅银行综合实训仿真软件V6.0","公司理财实训平台,银行综合仿真实训平台","739800.00,1",,郑州信息科技职业学院,郑州市郑东新区龙子湖北路36号,马良,13592613605,河南晨禄工程招标代理有限公司,河南省国家大学科技园（东区）6号楼H座7层,张老师,0371-58553456
231,管招采（2022）54号,2022年09月20日,http://hngp.gov.cn/henan/content?infoId=1254431&channelCode=D280202,1,1,,郑州冠星信息技术有限公司,河南省郑州市高新技术产业开发区金梭路33号1号楼2单元7层482号,郑州市管城回族区青山路小学新建云计算机教室项目,487980,,郑州市管城回族区青山路小学,郑州市管城区黄玉街16号,肖老师,0371-86521826,天马盛鼎项目管理有限公司,郑州市管城回族区二里岗街东、航海路北2号楼,王鹏涛,0371-88958900
232,南阳政采公开-2022-73,2022年09月20日,http://hngp.gov.cn/henan/content?infoId=1254220&channelCode=H740602,1,1,,南阳市恒达利网络科技有限公司,河南省南阳市卧龙区七一街道中州社区工业路599号（锦湖科技市场A 座）,南阳理工学院影视编辑与合成实训室建设项目,1480000,,南阳理工学院,南阳市长江路80号,祁腾涛,0377-620753922,中建山河建设管理集团有限公司,郑州市金水区经五路23号,黄先生,17737015388
233,濮财市直招标采购-2022-43,2022年09月16日,http://hngp.gov.cn/henan/content?infoId=1252245&channelCode=H700202,"1,2",2,,"中电信数智科技有限公司河南分公司,濮阳市天之翊科技有限公司","郑州市金水区宝瑞路 115 号河南省信息安全产业示范基地 12 号楼 01 号 1-5 层,河南省濮阳市市辖区中原路与濮上路交叉口东北角荣域城市广场C座0502室","详见招标文件,详见招标文件","481800.00,1829800.00",,濮阳医学高等专科学校,濮阳市华龙区卫都大街与文岩街交叉口,娄长琳,16650527775,河南四方建设管理有限公司,郑州经济技术开发区航海东路1394号1幢15层,崔国帅,18538256639
234,豫财招标采购-2022-950,2022年09月14日,http://hngp.gov.cn/henan/content?infoId=1251281&channelCode=H600102,1,1,,郑州斯倍思机电有限公司,郑州高新开发区冬青街7号,智能检测技术实训室建设,1085000,,郑州信息科技职业学院,郑州市金水区龙子湖北路36号,王胜,0371-58525600,河南正大招标服务有限公司,河南省郑州市金水区金水路226号楷林国际B座20楼,李海鹏,0371-55377358
235,管招采（2022）48号,2022年09月14日,http://hngp.gov.cn/henan/content?infoId=1248506&channelCode=D280202,"1,2",2,,"河南睿聘实业有限公司,郑州金益智远电子科技有限公司","河南省郑州市管城回族区紫东路186号1号楼5层512号,河南省郑州市金水区优胜北路1号芯互联大厦1913室","郑州市管城回族区回民第一小学管城回族区教育局所属部分学校班班通项目A包,郑州市管城回族区回民第一小学管城回族区教育局所属部分学校班班通项目B包","4053300.00,4467700.00",,郑州市管城回族区回民第一小学,郑州市管城回族区营门街23号,冉老师,0371-66226826,天马盛鼎项目管理有限公司,郑州市管城回族区二里岗街东、航海路北2号楼,王鹏涛,0371-88958900
236,南阳政采公开-2022-13,2022年09月14日,http://hngp.gov.cn/henan/content?infoId=1248410&channelCode=H740602,1,1,,南阳市慧通商贸有限公司,南阳市七一路 78 号,南阳理工学院2021年智慧教室建设项目（三次）,1685880,,南阳理工学院,南阳市长江路80号,祁腾涛,13525120012,诚安工程管理有限公司,南阳市长江路与泰山路交叉口,王丽君,15660972893
237,郑财招标采购-2022-174,2022年09月14日,http://hngp.gov.cn/henan/content?infoId=1247804&channelCode=H610102,1,1,,河南创之丰商贸有限公司,郑州市金水区东风路52号百脑汇大厦502-B,郑州旅游职业学院文化艺术学院旅游文创实训中心项目,3097150,,郑州旅游职业学院,郑州市郑东新区金龙路188号,武衡,0371—61130307,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,陈浩,0371-67110139
238,,,http://hngp.gov.cn/henan/content?infoId=1247720&channelCode=H640104,,0,,,,,,,,,,,,,,
239,豫财招标采购-2022-838,2022年09月08日,http://hngp.gov.cn/henan/content?infoId=1247252&channelCode=H600102,"1,2,3,4,5,6,7,8",8,,"国机工业互联网研究院（河南）有限公司,河南拓维尔科技有限公司,河南一真信息科技有限公司,河南函雨奇典电子科技有限公司,中创建达（广东）数据科技有限责任公司,河南嵩铭智能科技有限公司,睿通（天津）智能科技有限公司,河南恒茂创远科技股份有限公司","郑州高新技术产业开发区雪兰路60号1号楼5-6层,河南省郑州市二七区丹枫路6号院1单元14层1407号,河南自贸试验区郑州片区（郑东）商务外环与商务东三街交叉口景峰国际1810,郑州高新技术产业开发区西三环路289号7号楼9层19号,广州市番禺区石壁街石山大道南捷诚街12号2座410（仅限办公用途）,河南省郑州市管城回族区中州大道1899号28号楼8层31号,天津自贸试验区（东疆保税港区）亚洲路6975号金融贸易中心南区1-1-1418,郑州经济技术开发区郑尉路16号5幢1单元1102号","一包段：全过程咨询服务项目,二包段：产品设计仿真中心建设项目,三包段：工艺流程仿真中心交互式一体机项目,四包段：工艺流程仿真中心资源项目,五包段：维保安全仿真中心建设项目,六包段：虚拟仿真体验中心项目,七包段：虚拟仿真研创中心项目,八包段：虚拟仿真实训教学管理及资源共享平台项目","486000.00,2980300.00,1981500.00,1782950.00,1286770.55,2178000.00,1977200.00,2173600.00",,河南职业技术学院,河南省郑州市郑东新区平安大道210号,范科技,0371-69309268,河南兴达工程咨询有限公司,郑州市电厂路与泾河路向西200米路南河南省国家大学科技园东区15号楼F座,李静、张凯,0371-66681093
240,2022-07-2,2022年09月13日,http://hngp.gov.cn/henan/content?infoId=1247744&channelCode=H710202,1,1,,河南许都物业管理有限公司,河南省许昌市东城区许州路与新东街交叉口长城家园9幢S04,建安区一高物业服务项目,2221812,,许昌市建安区第一高级中学,许昌市玉皇阁路,王海军,15836580618,许昌市建安区公共资源交易中心,许昌市建安区新元大道兴业大厦四楼4159室,业务三股,0374-5115656
241,,,http://hngp.gov.cn/henan/content?infoId=1246507&channelCode=H750604,,0,,,,,,,,,,,,,,
242,豫财招标采购-2022-850,2022年09月09日,http://hngp.gov.cn/henan/content?infoId=1246178&channelCode=H600102,1,1,,郑州万合物业管理有限公司,郑州市郑东新区盛和街2号院16号楼3单元17号,河南医学高等专科学校物业管理服务项目,4651200,,河南医学高等专科学校,河南省郑州市新郑龙湖镇双湖大道8号,杨老师,0371-62576839,河南省公共资源交易中心,郑州市金水区经二路12号,海老师、翟老师、路老师,65915562
243,,,http://hngp.gov.cn/henan/content?infoId=1244983&channelCode=H680204,,0,,,,,,,,,,,,,,
244,郑财招标采购-2022-194,2022年09月09日,http://hngp.gov.cn/henan/content?infoId=1244862&channelCode=H610102,1,1,,河南求展实业有限公司,郑州市金水区北环路61号院锦绣汇城5号楼2单元4-5层402号,郑州市第一〇七高级中学开办费-计算机教室云桌面终端（224点位）项目,2148340,,郑州市第一〇七高级中学,郑州市二七区福华街街道苗圃街430号,刘志义,0371-86016100,郑州市公共资源交易中心,郑州市中原西路郑发大厦7018室,卢浩,0371-67110139
245,HQCG-2022-034,2022年09月08日,http://hngp.gov.cn/henan/content?infoId=1244573&channelCode=H680202,"1,2,3",3,,"山东德睿科教设备有限公司,新乡市杰立商贸有限公司,河南厚拓智慧信息技术有限公司","山东省菏泽市鄄城县郑营镇西街行政村西街村文化路中段路南,新乡市人民路 209 号金桂园 3 号楼 10 层 03 户,河南省新乡市新飞大道 1789 号高新区火炬园 H2 座(A-C)(201-207)-197","教学设备、体育器材、课桌凳等（详见采购需求）,智能黑板、笔记本电脑、高清解码器等（详见采购需求）,录播教室、监控、光纤等 （详见采购需求）","1199000.00,775000.00,997636.00",,新乡市红旗区洪门镇中心学校(新乡市红旗区洪门镇初级中学）,新乡市新五街与人民路交叉口,张凯丽,18537330623,中大宇辰项目管理有限公司,河南省郑州市金水区金水东路与通泰路蓝天空港1-1-901,胡一凡,15515921890
246,豫财招标采购-2022-627,2022年09月02日,http://hngp.gov.cn/henan/content?infoId=1243871&channelCode=H600102,1,1,,河南亚控科技有限公司,郑州市金水区俭学街2号院2号楼4层403室,河南科技大学“中国道路”虚拟仿真平台项目和高性能计算机项目采购项目包1,770000,,河南科技大学,洛阳市洛龙区开元大道263号,黄老师,0379-65627683,河南省公共资源交易中心,郑州市经二路12号,王老师,0371-65915565
247,三财公开采购-2022-46,2022年08月19日,http://hngp.gov.cn/henan/content?infoId=1243193&channelCode=H730202,"1,2,3,4",4,,"河南广骁电子科技有限公司,杭州巨煜科技有限公司,河南鑫之诺电子科技有限公司,浙江高联检测技术有限公司","河南省郑州高新技术产业开发区莲花街11号3号楼1单元5层19号,浙江省杭州市临平区富塘路 1 号 2 幢 3 楼,郑州市金水区北环路 61号院7 号楼2单元6层 601 号,浙江省杭州市余杭区五常街道后山路 18 号 11 幢 2 楼 201 室","大学物理实验室,电工电子及电机与电气控制实验实训室,单片机原理与接口技术实验实训室,自动控制实验实训室","1939800.00,2398900.00,1049050.00,1269100.00",,三门峡职业技术学院,三门峡市崤山西路42号,周老师,15238927023,三门峡市政府采购服务中心,三门峡市崤山路西段28号（开发区电子城西侧）,葛女士,0398-3117812
248,豫财招标采购-2022-914,2022年09月06日,http://hngp.gov.cn/henan/content?infoId=1242092&channelCode=H600102,1,1,,河南阅文图书有限公司,河南省郑州市金水区文化路102号院1号楼803号,河南省新闻出版学校2022年度学生教材采购项目,78,,河南省新闻出版学校,郑州市惠济区清华园路28号,赵老师,0371-63587915,河南省信人工程造价咨询有限公司,郑州市文化路9号永和国际17层1702室,郭朋飞,18638282043
249,新牧财招2022-040,,http://hngp.gov.cn/henan/content?infoId=1242343&channelCode=H680202,1,1,,河南佳和计算机有限公司,新乡市牧野区新中大道560号新视小区9号楼106室,新乡市牧野区西干道小学采购录播教室升级、网络广播及计算机教室项目,436100,,新乡市牧野区西干道小学,河南省新乡市牧野区黄岗路2号,苏晗,18937360476,河南东晟嘉文工程项目管理有限公司,河南省郑州市高新技术产业开发区杜英街166号赛微产业园1号楼,周瑞,13044751985
